Detected CSV format: v2.1 (with device arch and worker core count)
Using user-specified architecture: blackhole (CSV detected blackhole)
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer5_full_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer5_full_attention_seq1024_batch1_END'.
Detected data from 4 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                     Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 3018    0.1 %         LayerNormDeviceOperation                                          2        48 μs                   32                                                  BF16, BF16 => BF16
 3020    0.3 %   FLOP  MatmulDeviceOperation 1024 x 2816 x 3072                          0       108 μs        124 μs     88  192 GB/s  37.4 %  163.9 TFLOPs   67.4 %  HiFi2 BF16 x BFP8 => BF16
 3023    0.1 %         NlpCreateHeadsDeviceOperation                                     1        46 μs          1 μs     32                                                        BF16 => BF16
 3028    0.0 %         LayerNormDeviceOperation                                          0        34 μs          0 μs    110                                                  BF16, BF16 => BF16
 3033    0.0 %         LayerNormDeviceOperation                                          3        10 μs          4 μs     32                                                  BF16, BF16 => BF16
 3038    0.0 %         LayerNormDeviceOperation                                          2        10 μs         19 μs     32                                                        BF16 => BF16
 3041    0.2 %         RotaryEmbeddingHfDeviceOperation                                  3        99 μs         45 μs    110                                                  BF16, BF16 => BF16
 3045    0.0 %         RotaryEmbeddingHfDeviceOperation                                  3        38 μs          0 μs     32                                                  BF16, BF16 => BF16
 3047    0.0 %         PagedFillCacheDeviceOperation                                     1         6 μs          0 μs     32                                                  BF16, BF16 => BF16
 3051    0.0 %         PagedFillCacheDeviceOperation                                     1         7 μs          1 μs     32                                                  BF16, BF16 => BF16
 3057    0.4 %         SDPAOperation                                                     3       383 μs          0 μs    110                                                  BF16, BF16 => BF16
 3059    0.0 %         NLPConcatHeadsDeviceOperation                                     1        32 μs          1 μs     32                                                        BF16 => BF16
 3063    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2048 x 2816                          1       105 μs          0 μs     88  150 GB/s  29.4 %  112.9 TFLOPs   46.4 %  HiFi2 BF16 x BFP8 => BF16
 3069    0.1 %         ReduceScatterDeviceOperation                                      0        85 μs          1 μs     20                                                        BF16 => BF16
 3073    0.1 %         AllGatherDeviceOperation                                          0        75 μs          1 μs     12                                                        BF16 => BF16
 3075    0.1 %         LayerNormDeviceOperation                                          1        49 μs          1 μs     32                                                  BF16, BF16 => BF16
 3079    0.0 %         BinaryNgDeviceOperation                                           1        40 μs          1 μs    110                                                  BF16, BF16 => BF16
 3085    0.1 %         LayerNormDeviceOperation                                          3        48 μs          0 μs     32                                                  BF16, BF16 => BF16
 3087    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 1088                          1        51 μs          1 μs     72  216 GB/s  42.2 %  122.5 TFLOPs   30.8 %   LoFi BF16 x BFP8 => BF16
 3093    0.0 %         SliceDeviceOperation                                              3         6 μs          1 μs    110                                                        BF16 => BF16
 3095    0.0 %         SliceDeviceOperation                                              1         6 μs          1 μs    110                                                        BF16 => BF16
 3101    0.0 %         BinaryNgDeviceOperation                                           3        10 μs          1 μs    110                                                  BF16, BF16 => BF16
 3104    0.1 %   SLOW  MatmulDeviceOperation 1024 x 544 x 2816                           0        45 μs          0 μs     88  187 GB/s  36.5 %   69.7 TFLOPs   14.3 %   LoFi BF16 x BFP8 => BF16
 3109    0.1 %         ReduceScatterDeviceOperation                                      0        71 μs          1 μs     20                                                        BF16 => BF16
 3113    0.1 %         AllGatherDeviceOperation                                          0        74 μs          1 μs     12                                                        BF16 => BF16
 3115    0.1 %         LayerNormDeviceOperation                                          1        48 μs          1 μs     32                                                  BF16, BF16 => BF16
 3120    0.0 %         LayerNormDeviceOperation                                          0        40 μs          1 μs     32                                                        BF16 => BF16
 3125    0.3 %         BinaryNgDeviceOperation                                           3       293 μs          1 μs    110                                                  BF16, FP32 => BF16
 3130    0.0 %         BinaryNgDeviceOperation                                           2        34 μs          1 μs    110                                                        BF16 => BF16
 3131    0.1 %         TypecastDeviceOperation                                           1        49 μs          1 μs    110                                                        BF16 => FP32
 3135    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 128                           1        64 μs          1 μs     32  210 GB/s  41.1 %   11.5 TFLOPs   26.0 %  HiFi4 FP32 x FP32 => FP32
 3141    0.0 %         TypecastDeviceOperation                                           3         3 μs          1 μs    110                                                        FP32 => BF16
 3143    0.0 %         TopKDeviceOperation                                               1        23 μs          0 μs     32                                                        BF16 => BF16
 3149    0.0 %         SliceDeviceOperation                                              3         2 μs          1 μs     32                                                        BF16 => BF16
 3151    0.0 %         SliceDeviceOperation                                              1         2 μs          1 μs     32                                                    UINT16 => UINT16
 3155    0.0 %         SoftmaxDeviceOperation                                            1         6 μs          0 μs     32                                                        BF16 => BF16
 3159    0.0 %         UnaryDeviceOperation                                              1         2 μs          0 μs    110                                                        BF16 => BF16
 3164    0.0 %         UntilizeCodegenDeviceOperation                                    0         3 μs          0 μs     64                                                        BF16 => BF16
 3169    0.0 %         UntilizeWithUnpaddingDeviceOperation                              3        10 μs          1 μs     32                                                    UINT16 => UINT16
 3173    0.0 %         UntilizeWithUnpaddingDeviceOperation                              3        10 μs          1 μs     32                                                        BF16 => BF16
 3175    0.0 %         ScatterDeviceOperation                                            1        28 μs          1 μs    110                                                BF16, UINT16 => BF16
 3181    0.0 %         TilizeDeviceOperation                                             3         4 μs          1 μs     32                                                        BF16 => BF16
 3184    0.1 %         LayerNormDeviceOperation                                          0        48 μs          0 μs     32                                                  BF16, BF16 => BF16
 3187    0.0 %         SliceDeviceOperation                                              1         1 μs          1 μs     88                                                        BF16 => BF16
 3193    0.0 %         SliceDeviceOperation                                              3         2 μs          1 μs     88                                                        BF16 => BF16
 3198    0.0 %         SliceDeviceOperation                                              2         2 μs          1 μs     88                                                        BF16 => BF16
 3200    0.0 %         SliceDeviceOperation                                              0         2 μs          1 μs     88                                                        BF16 => BF16
 3206    0.0 %         SliceDeviceOperation                                              2         2 μs          1 μs     88                                                        BF16 => BF16
 3207    0.0 %         SliceDeviceOperation                                              1         2 μs          1 μs     88                                                        BF16 => BF16
 3212    0.0 %         SliceDeviceOperation                                              0         2 μs          1 μs     88                                                        BF16 => BF16
 3217    0.0 %         SliceDeviceOperation                                              3         2 μs          1 μs     88                                                        BF16 => BF16
