Detected CSV format: v2.1 (with device arch and worker core count)
Using user-specified architecture: blackhole (CSV detected blackhole)
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                      Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  646    0.1 %         LayerNormDeviceOperation                                           1        48 μs                   32                                                  BF16, BF16 => BF16
  647    0.7 %   FLOP  MatmulDeviceOperation 1024 x 2816 x 8192                           1       482 μs         85 μs     88  142 GB/s  27.8 %   98.0 TFLOPs   80.5 %  HiFi4 BF16 x BF16 => BF16
  648    0.1 %         NlpCreateHeadsDeviceOperation                                      1       118 μs          1 μs     32                                                        BF16 => BF16
  649    0.1 %         LayerNormDeviceOperation                                           1        46 μs          0 μs    110                                                  BF16, BF16 => BF16
  650    0.0 %         LayerNormDeviceOperation                                           1        27 μs          1 μs    110                                                  BF16, BF16 => BF16
  651    0.0 %         LayerNormDeviceOperation                                           1        22 μs          0 μs    110                                                        BF16 => BF16
  652    0.1 %         RotaryEmbeddingHfDeviceOperation                                   1       115 μs          1 μs    110                                                  BF16, BF16 => BF16
  653    0.1 %         RotaryEmbeddingHfDeviceOperation                                   1        75 μs          1 μs    110                                                  BF16, BF16 => BF16
  654    0.0 %         PagedFillCacheDeviceOperation                                      1        21 μs          0 μs    110                                                  BF16, BF16 => BF16
  655    0.0 %         PagedFillCacheDeviceOperation                                      1        20 μs          1 μs    110                                                  BF16, BF16 => BF16
  656    0.9 %         SDPAOperation                                                      1       712 μs          1 μs    110                                                  BF16, BF16 => BF16
  657    0.1 %         NLPConcatHeadsDeviceOperation                                      1        59 μs          1 μs     32                                                        BF16 => BF16
  658    0.3 %   FLOP  MatmulDeviceOperation 1024 x 4096 x 2816                           1       272 μs          0 μs     88  137 GB/s  26.7 %   86.8 TFLOPs   71.4 %  HiFi4 BF16 x BF16 => BF16
  659    0.1 %         LayerNormDeviceOperation                                           1        47 μs          1 μs     32                                                  BF16, BF16 => BF16
  660    0.1 %         BinaryNgDeviceOperation                                            1        40 μs          1 μs    110                                                  BF16, BF16 => BF16
  661    0.0 %         LayerNormDeviceOperation                                           1        39 μs          0 μs     32                                                        BF16 => BF16
  662    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 2112                           1        57 μs          1 μs     88  281 GB/s  54.9 %  213.4 TFLOPs   43.8 %   LoFi BF16 x BFP8 => BF16
  663    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 2112                           1        58 μs          1 μs     88  277 GB/s  54.1 %  210.3 TFLOPs   43.2 %   LoFi BF16 x BFP8 => BF16
  664    0.0 %         BinaryNgDeviceOperation                                            1        32 μs          1 μs    110                                                  BF16, BF16 => BF16
  665    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2112 x 2816                           1        64 μs          1 μs     88  250 GB/s  48.9 %  190.0 TFLOPs   39.0 %   LoFi BF16 x BFP8 => BF16
  666    0.1 %         LayerNormDeviceOperation                                           1        48 μs          1 μs     32                                                  BF16, BF16 => BF16
  667    0.1 %         TypecastDeviceOperation                                            1        47 μs          1 μs    110                                                        BF16 => FP32
  668    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 128                            1        63 μs          1 μs     32  214 GB/s  41.8 %   11.7 TFLOPs   26.5 %  HiFi4 FP32 x FP32 => FP32
  669    0.0 %         TypecastDeviceOperation                                            1         3 μs          1 μs    110                                                        FP32 => BF16
  670    0.0 %         TopKDeviceOperation                                                1        23 μs          1 μs     32                                                        BF16 => BF16
  671    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     32                                                        BF16 => BF16
  672    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     32                                                    UINT16 => UINT16
  673    0.0 %         SoftmaxDeviceOperation                                             1         7 μs          0 μs     32                                                        BF16 => BF16
  674    0.0 %         UnaryDeviceOperation                                               1         2 μs          0 μs    110                                                        BF16 => BF16
  675    0.0 %         UntilizeCodegenDeviceOperation                                     1         3 μs          0 μs     64                                                        BF16 => BF16
  676    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1        10 μs          1 μs     32                                                    UINT16 => UINT16
  677    0.0 %         UntilizeWithUnpaddingDeviceOperation                               1        10 μs          1 μs     32                                                        BF16 => BF16
  678    0.0 %         ScatterDeviceOperation                                             1        28 μs          1 μs    110                                                BF16, UINT16 => BF16
  679    0.0 %         TilizeDeviceOperation                                              1         3 μs          1 μs     32                                                        BF16 => BF16
  680    0.0 %         SliceDeviceOperation                                               1         2 μs          0 μs     88                                                        BF16 => BF16
  681    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     88                                                        BF16 => BF16
  682    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     88                                                        BF16 => BF16
  683    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     88                                                        BF16 => BF16
  684    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     88                                                        BF16 => BF16
  685    0.0 %         SliceDeviceOperation                                               1         2 μs          1 μs     88                                                        BF16 => BF16
  686    0.0 %         SliceDeviceOperation                                               1         1 μs          2 μs     88                                                        BF16 => BF16
  687    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  688    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  689    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  690    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  691    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  692    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  693    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  694    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  695    0.0 %         SliceDeviceOperation                                               1         2 μs          6 μs     88                                                        BF16 => BF16
  696    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  697    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  698    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  699    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  700    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  701    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  702    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  703    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  704    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  705    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  706    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  707    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
  708    0.0 %         SliceDeviceOperation                                               1         1 μs          6 μs     88                                                        BF16 => BF16
