Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
36.72,SparseMatmulDeviceOperation (in0:dram_interleaved),16396.63,56,Compute,,,,,
15.24,MatmulDeviceOperation (in0:dram_interleaved),6806.18,167,Compute,6.69,96.89,14.10,12.01,12.63
14.07,UnaryDeviceOperation (in0:dram_interleaved),6282.01,200,Compute,,,,,
12.21,BinaryNgDeviceOperation (in0:dram_interleaved),5453.24,320,Compute,,,,,
8.40,FillPadDeviceOperation (in0:dram_interleaved),3749.80,64,TM,,,,,
4.36,FastReduceNCDeviceOperation (in0:dram_interleaved),1946.05,20,Compute,,,,,
3.12,SdpaDecodeDeviceOperation (in0:dram_interleaved),1394.36,20,Compute,,,,,
2.40,ReshapeViewDeviceOperation (in0:dram_interleaved),1071.17,129,TM,,,,,
1.04,LayerNormDeviceOperation (in0:dram_interleaved),462.75,33,Compute,,,,,
0.60,TopKDeviceOperation (in0:dram_interleaved),269.67,6,Other,,,,,
0.44,GatherDeviceOperation (in0:dram_interleaved),196.23,6,Other,,,,,
0.34,SliceDeviceOperation (in0:dram_interleaved),150.90,126,TM,,,,,
0.23,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),101.72,18,TM,,,,,
0.22,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),98.34,12,DM,,,,,
0.16,ConcatDeviceOperation (in0:dram_interleaved),70.88,52,TM,,,,,
0.14,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),63.93,24,TM,,,,,
0.08,TransposeDeviceOperation (in0:dram_interleaved),35.58,20,TM,,,,,
0.08,ReduceDeviceOperation (in0:dram_interleaved),35.37,22,Compute,,,,,
0.05,ScatterDeviceOperation (in0:dram_interleaved),24.21,6,Other,,,,,
0.04,TypecastDeviceOperation (in0:dram_interleaved),19.41,16,TM,,,,,
0.03,EmbeddingsDeviceOperation (in0:dram_interleaved),13.08,12,Compute,,,,,
0.02,InterleavedToShardedDeviceOperation (in0:dram_interleaved),7.10,12,DM,,,,,
