Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
71.30,SparseMatmulDeviceOperation (in0:dram_interleaved),42560.51,6,Compute,,,,,
8.45,UnaryDeviceOperation (in0:dram_interleaved),5044.50,17,Compute,,,,,
7.02,BinaryNgDeviceOperation (in0:dram_interleaved),4190.82,23,Compute,,,,,
6.16,ReshapeViewDeviceOperation (in0:dram_interleaved),3674.51,9,TM,,,,,
2.93,FastReduceNCDeviceOperation (in0:dram_interleaved),1749.44,2,Compute,,,,,
1.67,MatmulDeviceOperation (in0:dram_interleaved),999.37,13,Compute,6.80,67.52,32.77,17.13,44.27
0.77,SDPAOperation (in0:dram_interleaved),461.10,1,Compute,,,,,
0.69,TransposeDeviceOperation (in0:dram_interleaved),412.76,6,TM,,,,,
0.21,LayerNormDeviceOperation (in0:dram_interleaved),123.25,4,Compute,,,,,
0.15,TopKDeviceOperation (in0:dram_interleaved),91.62,2,Other,,,,,
0.15,SliceDeviceOperation (in0:dram_interleaved),89.39,12,TM,,,,,
0.11,GatherDeviceOperation (in0:dram_interleaved),67.50,2,Other,,,,,
0.11,ConcatDeviceOperation (in0:dram_interleaved),63.60,3,TM,,,,,
0.08,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),50.11,6,TM,,,,,
0.05,FillPadDeviceOperation (in0:dram_interleaved),29.27,4,TM,,,,,
0.04,ScatterDeviceOperation (in0:dram_interleaved),24.21,2,Other,,,,,
0.02,ReduceDeviceOperation (in0:dram_interleaved),14.49,4,Compute,,,,,
0.02,TilizeDeviceOperation (in0:dram_interleaved),13.76,4,TM,,,,,
0.02,UntilizeDeviceOperation (in0:dram_interleaved),13.09,2,TM,,,,,
0.02,PagedFillCacheDeviceOperation (in0:dram_interleaved),11.86,2,Other,,,,,
0.01,TypecastDeviceOperation (in0:dram_interleaved),3.87,2,TM,,,,,
