Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
35.56,SparseMatmulDeviceOperation (in0:dram_interleaved),16379.69,56,Compute,,,,,
17.23,MatmulDeviceOperation (in0:dram_interleaved),7933.57,167,Compute,6.74,57.78,13.36,9.26,11.95
13.62,UnaryDeviceOperation (in0:dram_interleaved),6273.40,200,Compute,,,,,
11.90,BinaryNgDeviceOperation (in0:dram_interleaved),5480.72,320,Compute,,,,,
8.17,FillPadDeviceOperation (in0:dram_interleaved),3760.60,65,TM,,,,,
4.22,FastReduceNCDeviceOperation (in0:dram_interleaved),1943.33,20,Compute,,,,,
3.05,SdpaDecodeDeviceOperation (in0:dram_interleaved),1407.03,20,Compute,,,,,
2.62,ReshapeViewDeviceOperation (in0:dram_interleaved),1207.42,133,TM,,,,,
1.15,LayerNormDeviceOperation (in0:dram_interleaved),528.34,36,Compute,,,,,
0.68,TopKDeviceOperation (in0:dram_interleaved),314.94,7,Other,,,,,
0.43,GatherDeviceOperation (in0:dram_interleaved),196.08,6,Other,,,,,
0.31,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),142.41,20,TM,,,,,
0.28,SliceDeviceOperation (in0:dram_interleaved),126.77,100,TM,,,,,
0.25,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),114.79,14,DM,,,,,
0.14,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),64.53,24,TM,,,,,
0.10,ConcatDeviceOperation (in0:dram_interleaved),43.90,31,TM,,,,,
0.08,TransposeDeviceOperation (in0:dram_interleaved),35.62,20,TM,,,,,
0.08,ReduceDeviceOperation (in0:dram_interleaved),35.41,22,Compute,,,,,
0.05,ScatterDeviceOperation (in0:dram_interleaved),24.13,6,Other,,,,,
0.04,TypecastDeviceOperation (in0:dram_interleaved),20.30,16,TM,,,,,
0.03,EmbeddingsDeviceOperation (in0:dram_interleaved),15.51,14,Compute,,,,,
0.02,InterleavedToShardedDeviceOperation (in0:dram_interleaved),8.28,14,DM,,,,,
