Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
44.59,MatmulDeviceOperation (in0:dram_interleaved),2604.22,98,Compute,8.42,43.76,29.33,10.27,26.68
16.74,LayerNormDeviceOperation (in0:dram_interleaved),977.82,50,Compute,,,,,
13.12,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),766.10,24,TM,,,,,
12.19,SDPAOperation (in0:dram_interleaved),712.08,24,Compute,,,,,
7.57,BinaryNgDeviceOperation (in0:dram_interleaved),442.38,52,Compute,,,,,
4.66,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),272.06,24,TM,,,,,
0.51,EmbeddingsDeviceOperation (in0:dram_interleaved),30.02,6,Compute,,,,,
0.46,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),26.87,4,TM,,,,,
0.16,UntilizeDeviceOperation (in0:dram_interleaved),9.20,2,TM,,,,,
