regime,ttft_seconds,decode_seconds_per_token,tokens_per_second_per_user,p50_seconds,p95_seconds,measured_tokens,misses,hits,owner_h2d_bytes,peer_zero_d2d_bytes,source_pack_seconds,ple_rows_read,ple_bytes_read,route_stall_seconds_per_token,cache_dma_submit_seconds_per_token,trace_submit_seconds_per_token,ple_seconds_per_token,compact_completion_seconds_per_token,artifact
lazy_historical_ab,101.646580411,0.455654939,2.194643169,0.420150982,0.766765926,126,41607,18873,115035033600,115035033600,27.805520114,680,217600,0.093422624,0.354276210,0.000559188,0.003731899,0.002202497,lazy_timeline/full_model_performance.json
prepacked_frozen_reportable,7.856140708,0.231489929,4.319842358,,,126,41607,18873,115035033600,115035033600,0.000000000,680,217600,,,,,,final_frozen_performance_no_timeline/full_model_performance.json
prepacked_frozen_instrumented,24.665759661,0.261457291,3.824716436,0.262370112,0.316479950,126,41607,18873,115035033600,115035033600,0.000000000,680,217600,0.100051858,0.151830074,0.000445639,0.005655693,0.002365842,final_frozen_performance/full_model_performance.json
cold_prefill_frozen,127.019307894,,,,,1,10994,0,30396211200,30396211200,118.090981013,1816,581120,,,,,,final_frozen_cold_warm.xml
warm_prefill_frozen,5.460850340,,,,,1,0,10994,30396211200,30396211200,0.000000000,0,0,,,,,,final_frozen_cold_warm.xml
