Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
58.79,ReshapeViewDeviceOperation (in0:dram_interleaved),3463.70,7,TM,,,,,
20.00,MatmulDeviceOperation (in0:dram_interleaved),1178.23,8,Compute,20.53,67.17,48.60,18.78,57.26
5.97,SDPAOperation (in0:dram_interleaved),351.77,1,Compute,,,,,
5.94,TransposeDeviceOperation (in0:dram_interleaved),350.11,4,TM,,,,,
3.71,BinaryNgDeviceOperation (in0:dram_interleaved),218.53,10,Compute,,,,,
1.88,LayerNormDeviceOperation (in0:dram_interleaved),110.55,4,Compute,,,,,
1.48,SliceDeviceOperation (in0:dram_interleaved),87.25,10,TM,,,,,
1.05,ConcatDeviceOperation (in0:dram_interleaved),61.84,4,TM,,,,,
0.90,UnaryDeviceOperation (in0:dram_interleaved),52.96,4,Compute,,,,,
0.20,PagedFillCacheDeviceOperation (in0:dram_interleaved),11.87,2,Other,,,,,
0.09,TilizeDeviceOperation (in0:dram_interleaved),5.30,2,TM,,,,,
