Detected CSV format: v2.1 (with device arch and worker core count)
Using user-specified architecture: blackhole (CSV detected blackhole)
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer5_full_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer5_full_attention_seq1024_batch1_END'.
Detected data from 4 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                     Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 2762    0.1 %         LayerNormDeviceOperation                                          2        48 μs                   32                                                  BF16, BF16 => BF16
 2764    0.3 %   FLOP  MatmulDeviceOperation 1024 x 2816 x 3072                          0       109 μs        102 μs     88  190 GB/s  37.2 %  162.8 TFLOPs   66.9 %  HiFi2 BF16 x BFP8 => BF16
 2769    0.1 %         NlpCreateHeadsDeviceOperation                                     3        46 μs          1 μs     32                                                        BF16 => BF16
 2771    0.0 %         LayerNormDeviceOperation                                          1        34 μs          0 μs    110                                                  BF16, BF16 => BF16
 2775    0.0 %         LayerNormDeviceOperation                                          1        10 μs          0 μs     32                                                  BF16, BF16 => BF16
 2782    0.0 %         LayerNormDeviceOperation                                          2        10 μs          1 μs     32                                                        BF16 => BF16
 2785    0.1 %         RotaryEmbeddingHfDeviceOperation                                  3        99 μs          4 μs    110                                                  BF16, BF16 => BF16
 2789    0.1 %         RotaryEmbeddingHfDeviceOperation                                  3        38 μs          0 μs     32                                                  BF16, BF16 => BF16
 2794    0.0 %         PagedFillCacheDeviceOperation                                     2         6 μs          0 μs     32                                                  BF16, BF16 => BF16
 2798    0.0 %         PagedFillCacheDeviceOperation                                     2         7 μs          1 μs     32                                                  BF16, BF16 => BF16
 2800    0.5 %         SDPAOperation                                                     0       387 μs          1 μs    110                                                  BF16, BF16 => BF16
 2804    0.0 %         NLPConcatHeadsDeviceOperation                                     0        32 μs          1 μs     32                                                        BF16 => BF16
 2808    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2048 x 2816                          0       104 μs          0 μs     88  151 GB/s  29.5 %  113.4 TFLOPs   46.6 %  HiFi2 BF16 x BFP8 => BF16
 2813    0.1 %         ReduceScatterDeviceOperation                                      0        82 μs          1 μs     20                                                        BF16 => BF16
 2817    0.1 %         AllGatherDeviceOperation                                          0        75 μs          1 μs     12                                                        BF16 => BF16
 2821    0.1 %         LayerNormDeviceOperation                                          3        49 μs          1 μs     32                                                  BF16, BF16 => BF16
 2824    0.1 %         BinaryNgDeviceOperation                                           0        41 μs          1 μs    110                                                  BF16, BF16 => BF16
 2829    0.1 %         LayerNormDeviceOperation                                          3        49 μs          0 μs     32                                                  BF16, BF16 => BF16
 2833    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 1088                          3        52 μs          1 μs     72  274 GB/s  53.5 %  121.6 TFLOPs   30.5 %   LoFi BF16 x BF16 => BF16
 2835    0.0 %         SliceDeviceOperation                                              1         7 μs          1 μs    110                                                        BF16 => BF16
 2839    0.0 %         SliceDeviceOperation                                              1         7 μs          1 μs    110                                                        BF16 => BF16
 2844    0.0 %         BinaryNgDeviceOperation                                           0        10 μs          1 μs    110                                                  BF16, BF16 => BF16
 2848    0.1 %   SLOW  MatmulDeviceOperation 1024 x 544 x 2816                           0        47 μs          1 μs     88  211 GB/s  41.3 %   66.6 TFLOPs   13.7 %   LoFi BF16 x BF16 => BF16
 2853    0.1 %         ReduceScatterDeviceOperation                                      0        71 μs          1 μs     20                                                        BF16 => BF16
 2857    0.1 %         AllGatherDeviceOperation                                          0        76 μs          1 μs     12                                                        BF16 => BF16
 2861    0.1 %         LayerNormDeviceOperation                                          3        48 μs          1 μs     32                                                  BF16, BF16 => BF16
 2864    0.1 %         LayerNormDeviceOperation                                          0        39 μs          1 μs     32                                                        BF16 => BF16
 2869    0.4 %         BinaryNgDeviceOperation                                           3       294 μs          1 μs    110                                                  BF16, FP32 => BF16
 2874    0.0 %         BinaryNgDeviceOperation                                           2        34 μs          0 μs    110                                                        BF16 => BF16
 2877    0.1 %         TypecastDeviceOperation                                           3        49 μs          1 μs    110                                                        BF16 => FP32
 2879    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 128                           1        65 μs          1 μs     32  206 GB/s  40.3 %   11.3 TFLOPs   25.5 %  HiFi4 FP32 x FP32 => FP32
 2885    0.0 %         TypecastDeviceOperation                                           3         3 μs          1 μs    110                                                        FP32 => BF16
 2887    0.0 %         TopKDeviceOperation                                               1        23 μs          0 μs     32                                                        BF16 => BF16
 2891    0.0 %         SliceDeviceOperation                                              1         2 μs          1 μs     32                                                        BF16 => BF16
 2895    0.0 %         SliceDeviceOperation                                              1         2 μs          1 μs     32                                                    UINT16 => UINT16
 2900    0.0 %         SoftmaxDeviceOperation                                            0         6 μs          0 μs     32                                                        BF16 => BF16
 2904    0.0 %         UnaryDeviceOperation                                              0         2 μs          0 μs    110                                                        BF16 => BF16
 2909    0.0 %         UntilizeCodegenDeviceOperation                                    3         3 μs          0 μs     64                                                        BF16 => BF16
 2912    0.0 %         UntilizeWithUnpaddingDeviceOperation                              0        10 μs          1 μs     32                                                    UINT16 => UINT16
 2917    0.0 %         UntilizeWithUnpaddingDeviceOperation                              3        10 μs          1 μs     32                                                        BF16 => BF16
 2920    0.0 %         ScatterDeviceOperation                                            0        28 μs          1 μs    110                                                BF16, UINT16 => BF16
 2924    0.0 %         TilizeDeviceOperation                                             0         4 μs          1 μs     32                                                        BF16 => BF16
 2928    0.1 %         LayerNormDeviceOperation                                          0        48 μs          0 μs     32                                                  BF16, BF16 => BF16
 2934    0.0 %         SliceDeviceOperation                                              2         1 μs          1 μs     88                                                        BF16 => BF16
 2936    0.0 %         SliceDeviceOperation                                              0         2 μs          1 μs     88                                                        BF16 => BF16
 2940    0.0 %         SliceDeviceOperation                                              0         2 μs          1 μs     88                                                        BF16 => BF16
 2944    0.0 %         SliceDeviceOperation                                              0         2 μs          1 μs     88                                                        BF16 => BF16
 2948    0.0 %         SliceDeviceOperation                                              0         2 μs          1 μs     88                                                        BF16 => BF16
 2952    0.0 %         SliceDeviceOperation                                              0         2 μs          1 μs     88                                                        BF16 => BF16
 2955    0.0 %         SliceDeviceOperation                                              1         1 μs         23 μs     88                                                        BF16 => BF16
 2959    0.0 %         SliceDeviceOperation                                              1         1 μs         34 μs     88                                                        BF16 => BF16
 2964    0.0 %         SliceDeviceOperation                                              0         1 μs         31 μs     88                                                        BF16 => BF16
 2970    0.0 %         SliceDeviceOperation                                              2         1 μs         33 μs     88                                                        BF16 => BF16
 2972    0.0 %         SliceDeviceOperation                                              0         1 μs         30 μs     88                                                        BF16 => BF16
 2976    0.0 %         SliceDeviceOperation                                              0         1 μs         33 μs     88                                                        BF16 => BF16
 2979    0.0 %         SliceDeviceOperation                                              1         1 μs         33 μs     88                                                        BF16 => BF16
 2986    0.0 %         SliceDeviceOperation                                              2         2 μs         33 μs     88                                                        BF16 => BF16
 2990    0.0 %         SliceDeviceOperation                                              2         1 μs         33 μs     88                                                        BF16 => BF16
 2991    0.1 %         SliceDeviceOperation                                              1         1 μs         36 μs     88                                                        BF16 => BF16
 2998    0.0 %         SliceDeviceOperation                                              2         1 μs         34 μs     88                                                        BF16 => BF16
 2999    0.0 %         SliceDeviceOperation                                              1         1 μs         34 μs     88                                                        BF16 => BF16
 3004    0.0 %         SliceDeviceOperation                                              0         1 μs         33 μs     88                                                        BF16 => BF16
 3010    0.1 %         SliceDeviceOperation                                              2         2 μs         35 μs     88                                                        BF16 => BF16
 3014    0.0 %         SliceDeviceOperation                                              2         1 μs         31 μs     88                                                        BF16 => BF16
 3017    0.0 %         SliceDeviceOperation                                              3         2 μs         32 μs     88                                                        BF16 => BF16
 3022    0.1 %         SliceDeviceOperation                                              2         1 μs         35 μs     88                                                        BF16 => BF16
 3026    0.0 %         SliceDeviceOperation                                              2         2 μs         33 μs     88                                                        BF16 => BF16
 3027    0.0 %         SliceDeviceOperation                                              1         1 μs         33 μs     88                                                        BF16 => BF16
 3032    0.0 %         SliceDeviceOperation                                              0         1 μs         32 μs     88                                                        BF16 => BF16
 3035    0.0 %         SliceDeviceOperation                                              1         1 μs         33 μs     88                                                        BF16 => BF16
 3042    0.0 %         SliceDeviceOperation                                              2         1 μs         32 μs     88                                                        BF16 => BF16
 3046    0.0 %         SliceDeviceOperation                                              2         1 μs         31 μs     88                                                        BF16 => BF16
 3047    0.0 %         SliceDeviceOperation                                              1         1 μs         31 μs     88                                                        BF16 => BF16
 3051    0.0 %         SliceDeviceOperation                                              1         1 μs         32 μs     88                                                        BF16 => BF16
 3058    0.0 %         SliceDeviceOperation                                              2         1 μs         30 μs     88                                                        BF16 => BF16
 3061    0.0 %         SliceDeviceOperation                                              3         1 μs         27 μs      4                                                        BF16 => BF16
 3064    0.0 %         SliceDeviceOperation                                              0         1 μs         20 μs      4                                                        BF16 => BF16
 3068    0.0 %         SliceDeviceOperation                                              0         1 μs         18 μs      4                                                        BF16 => BF16
