Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
32.52,MatmulDeviceOperation (in0:dram_interleaved),941.05,80,Compute,1.70,37.09,16.61,10.96,18.70
10.67,LayerNormDeviceOperation (in0:block_sharded),308.69,32,Compute,,,,,
10.47,ReduceScatterMinimalAsyncDeviceOperation (in0:dram_interleaved),302.89,16,Other,,,,,
9.94,ArgMaxDeviceOperation (in0:dram_interleaved),287.53,8,Compute,,,,,
5.97,AllGatherAsyncDeviceOperation (in0:dram_interleaved),172.65,16,Other,,,,,
5.96,SDPAOperation (in0:dram_interleaved),172.43,16,Compute,,,,,
5.10,BinaryNgDeviceOperation (in0:dram_interleaved),147.54,64,Compute,,,,,
4.50,NlpCreateHeadsDeviceOperation (in0:dram_interleaved),130.28,16,TM,,,,,
3.75,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),108.53,16,TM,,,,,
2.70,UntilizeDeviceOperation (in0:dram_interleaved),78.07,16,TM,,,,,
2.20,EmbeddingsDeviceOperation (in0:dram_interleaved),63.65,24,Compute,,,,,
1.98,NLPConcatHeadsDeviceOperation (in0:dram_interleaved),57.20,16,TM,,,,,
1.77,LayerNormDeviceOperation (in0:dram_interleaved),51.26,8,Compute,,,,,
1.55,InterleavedToShardedDeviceOperation (in0:dram_interleaved),44.81,32,DM,,,,,
0.95,ShardedToInterleavedDeviceOperation (in0:block_sharded),27.45,32,DM,,,,,
