Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
29.19,MatmulDeviceOperation (in0:width_sharded),225.56,4,Compute,20.32,63.66,46.15,19.00,37.34
17.40,SparseMatmulDeviceOperation (in0:l1_interleaved),134.49,2,Compute,4.16,9.89,7.03,4.05,7.75
8.92,TransposeDeviceOperation (in0:l1_interleaved),68.94,3,TM,,,,,
7.24,UnaryDeviceOperation (in0:l1_interleaved),55.97,2,Compute,,,,,
6.14,SdpaDecodeDeviceOperation (in0:height_sharded),47.42,1,Compute,,,,,
4.96,LayerNormDeviceOperation (in0:width_sharded),38.35,6,Compute,,,,,
4.89,MatmulDeviceOperation (in0:dram_interleaved),37.77,1,Compute,11.04,11.04,11.04,,11.04
2.88,TopKDeviceOperation (in0:dram_interleaved),22.29,1,Other,,,,,
2.53,PagedUpdateCacheDeviceOperation (in0:dram_interleaved),19.52,2,DM,,,,,
2.01,LayerNormDeviceOperation (in0:l1_interleaved),15.54,3,Compute,,,,,
1.92,NLPCreateQKVHeadsDecodeDeviceOperation (in0:l1_interleaved),14.80,1,TM,,,,,
1.29,BinaryNgDeviceOperation (in0:l1_interleaved),9.94,2,Compute,,,,,
1.12,BinaryNgDeviceOperation (in0:width_sharded),8.68,4,Compute,,,,,
0.81,SliceDeviceOperation (in0:width_sharded),6.28,3,TM,,,,,
0.80,ShardedToInterleavedDeviceOperation (in0:width_sharded),6.19,4,DM,,,,,
0.73,InterleavedToShardedDeviceOperation (in0:dram_interleaved),5.67,7,DM,,,,,
0.73,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),5.61,1,TM,,,,,
0.72,RotaryEmbeddingHfDeviceOperation (in0:height_sharded),5.59,2,Other,,,,,
0.72,SliceDeviceOperation (in0:l1_interleaved),5.53,3,TM,,,,,
0.71,SoftmaxDeviceOperation (in0:dram_interleaved),5.51,1,Compute,,,,,
0.66,CopyDeviceOperation (in0:width_sharded),5.06,2,DM,,,,,
0.61,FillPadDeviceOperation (in0:dram_interleaved),4.70,1,TM,,,,,
0.55,ReshapeViewDeviceOperation (in0:dram_interleaved),4.26,1,TM,,,,,
0.54,TypecastDeviceOperation (in0:dram_interleaved),4.20,2,TM,,,,,
0.39,ScatterDeviceOperation (in0:dram_interleaved),3.04,1,Other,,,,,
0.37,ReduceDeviceOperation (in0:l1_interleaved),2.88,1,Compute,,,,,
0.31,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),2.43,2,TM,,,,,
0.26,ShardedToInterleavedDeviceOperation (in0:height_sharded),2.04,3,DM,,,,,
0.21,SliceDeviceOperation (in0:dram_interleaved),1.66,2,TM,,,,,
0.19,InterleavedToShardedDeviceOperation (in0:l1_interleaved),1.48,1,DM,,,,,
0.17,NLPConcatHeadsDecodeDeviceOperation (in0:height_sharded),1.34,1,TM,,,,,
