Total % [%],Op Code,Device Time Sum [μs],Op Count,Op Category,Min FLOPs [%],Max FLOPs [%],Mean FLOPs [%],Std FLOPs [%],Weighted Mean FLOPs [%]
80.65,SparseMatmulDeviceOperation (in0:dram_interleaved),255141.89,24,Compute,,,,,
6.47,UnaryDeviceOperation (in0:dram_interleaved),20477.24,61,Compute,,,,,
5.01,BinaryNgDeviceOperation (in0:dram_interleaved),15860.01,28,Compute,,,,,
2.21,FastReduceNCDeviceOperation (in0:dram_interleaved),6984.42,8,Compute,,,,,
2.18,PermuteDeviceOperation (in0:dram_interleaved),6909.84,24,TM,,,,,
1.31,MatmulDeviceOperation (in0:dram_interleaved),4136.84,16,Compute,6.16,23.96,13.29,7.81,21.48
0.46,SDPAOperation (in0:dram_interleaved),1443.50,1,Compute,,,,,
0.42,TransposeDeviceOperation (in0:dram_interleaved),1324.86,4,TM,,,,,
0.23,TilizeWithValPaddingDeviceOperation (in0:dram_interleaved),734.17,3,TM,,,,,
0.19,SliceDeviceOperation (in0:dram_interleaved),593.85,37,TM,,,,,
0.15,UntilizeWithUnpaddingDeviceOperation (in0:dram_interleaved),483.73,34,TM,,,,,
0.15,LayerNormDeviceOperation (in0:dram_interleaved),481.34,4,Compute,,,,,
0.12,TopKDeviceOperation (in0:dram_interleaved),393.73,8,Other,,,,,
0.12,ReshapeViewDeviceOperation (in0:dram_interleaved),381.42,5,TM,,,,,
0.11,TilizeDeviceOperation (in0:dram_interleaved),336.26,12,TM,,,,,
0.08,UntilizeDeviceOperation (in0:dram_interleaved),241.96,11,TM,,,,,
0.06,ConcatDeviceOperation (in0:dram_interleaved),174.43,5,TM,,,,,
0.03,ScatterDeviceOperation (in0:dram_interleaved),97.65,8,Other,,,,,
0.02,SoftmaxDeviceOperation (in0:dram_interleaved),59.54,8,Compute,,,,,
0.02,ReduceDeviceOperation (in0:dram_interleaved),59.29,16,Compute,,,,,
0.01,TypecastDeviceOperation (in0:dram_interleaved),34.47,16,TM,,,,,
0.01,PagedFillCacheDeviceOperation (in0:dram_interleaved),22.56,2,Other,,,,,
