Detected CSV format: v2.1 (with device arch and worker core count)
Using user-specified architecture: blackhole (CSV detected blackhole)
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer5_full_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer5_full_attention_seq1024_batch1_END'.
Detected data from 1 devices. Merging device data...
Warning: SparseMatmulDeviceOperation rows without numeric nnz were found. Their DRAM/FLOP utilization is omitted; pass --active-experts K to model K active experts per input batch group.

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                     Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  751    0.0 %         LayerNormDeviceOperation                                          0        47 μs                   32                                                  BF16, BF16 => BF16
  752    0.4 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 10240                         0       368 μs        102 μs    107  151 GB/s  29.5 %  160.6 TFLOPs   54.3 %  HiFi2 BF16 x BFP8 => BF16
  753    0.1 %         NlpCreateHeadsDeviceOperation                                     0       143 μs          1 μs     32                                                        BF16 => BF16
  754    0.1 %         LayerNormDeviceOperation                                          0        98 μs          0 μs    110                                                  BF16, BF16 => BF16
  755    0.0 %         LayerNormDeviceOperation                                          0        18 μs          1 μs     64                                                  BF16, BF16 => BF16
  756    0.0 %         LayerNormDeviceOperation                                          0        15 μs          1 μs     64                                                        BF16 => BF16
  757    0.2 %         RotaryEmbeddingHfDeviceOperation                                  0       223 μs          1 μs    110                                                  BF16, BF16 => BF16
  758    0.0 %         RotaryEmbeddingHfDeviceOperation                                  0        53 μs          1 μs     64                                                  BF16, BF16 => BF16
  759    0.0 %         PagedFillCacheDeviceOperation                                     0        13 μs          1 μs     64                                                  BF16, BF16 => BF16
  760    0.0 %         PagedFillCacheDeviceOperation                                     0        13 μs          1 μs     64                                                  BF16, BF16 => BF16
  761    1.4 %         SDPAOperation                                                     0     1,507 μs          1 μs    110                                                  BF16, BF16 => BF16
  762    0.1 %         NLPConcatHeadsDeviceOperation                                     0       122 μs          1 μs     32                                                        BF16 => BF16
  763    0.3 %   SLOW  MatmulDeviceOperation 1024 x 8192 x 2816                          0       339 μs          0 μs     88  135 GB/s  26.3 %  139.4 TFLOPs   57.3 %  HiFi2 BF16 x BFP8 => BF16
  764    0.0 %         LayerNormDeviceOperation                                          0        46 μs          1 μs     32                                                  BF16, BF16 => BF16
  765    0.0 %         BinaryNgDeviceOperation                                           0        40 μs          1 μs    110                                                  BF16, BF16 => BF16
  766    0.0 %         LayerNormDeviceOperation                                          0        38 μs          0 μs     32                                                        BF16 => BF16
  767    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 2112                          0        58 μs          1 μs     88  274 GB/s  53.6 %  208.4 TFLOPs   42.8 %   LoFi BF16 x BFP8 => BF16
  768    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2816 x 2112                          0        59 μs          1 μs     88  272 GB/s  53.0 %  206.2 TFLOPs   42.4 %   LoFi BF16 x BFP8 => BF16
  769    0.0 %         BinaryNgDeviceOperation                                           0        33 μs          1 μs    110                                                  BF16, BF16 => BF16
  770    0.1 %   SLOW  MatmulDeviceOperation 1024 x 2112 x 2816                          0        64 μs          1 μs     88  249 GB/s  48.6 %  188.9 TFLOPs   38.8 %   LoFi BF16 x BFP8 => BF16
  771    0.0 %         LayerNormDeviceOperation                                          0        47 μs          1 μs     32                                                  BF16, BF16 => BF16
