Detected CSV format: v2.1 (with device arch and worker core count)
Using user-specified architecture: p150 (CSV detected blackhole)
Architecture: blackhole, Worker cores: 110
Sorting CSV by 'HOST START TS' column...
Using operations after 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1'.
Using operations until 'PERF_PREFILL_layer0_sliding_attention_seq1024_batch1_END'.
Detected data from 1 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID     Total %  Bound  OP Code                                                       Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs         FLOPs %  Math Fidelity
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  715    0.0 %         SliceDeviceOperation                                                1         2 μs          4 μs     88                                                        BF16 => BF16
  716    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  717    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  718    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  719    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  720    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  721    0.0 %         SliceDeviceOperation                                                1         2 μs          6 μs     88                                                        BF16 => BF16
  722    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  723    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  724    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  725    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  726    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  727    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  728    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
  729    0.0 %         SliceDeviceOperation                                                1         1 μs          6 μs     88                                                        BF16 => BF16
