# DENSE decode program-config sweep, per-device TP=4 shapes. grid 11x10
# columns: role M K N family cores in0_block_w per_core_N us spread
# --- attn_in M=32 K=2048 N=2560 weight=bfloat8_b fidelity=HiFi2 single_chip=(2048, 9216)
DENSE router 32 2048 256 mcast1d 22 32 1 9.01 0.20
DENSE router 32 2048 256 mcast1d 33 1 1 46.00 0.24
DENSE router 32 2048 256 mcast1d 33 2 1 26.14 0.06
DENSE router 32 2048 256 mcast1d 33 4 1 16.22 0.24
DENSE router 32 2048 256 mcast1d 33 8 1 11.37 0.20
DENSE router 32 2048 256 mcast1d 33 16 1 9.26 0.19
DENSE router 32 2048 256 mcast1d 33 32 1 9.06 0.13
DENSE router 32 2048 256 mcast1d 33 1 1 46.01 0.08
DENSE router 32 2048 256 mcast1d 33 2 1 26.11 0.07
DENSE router 32 2048 256 mcast1d 33 4 1 16.14 0.07
DENSE router 32 2048 256 mcast1d 33 8 1 11.36 0.10
DENSE router 32 2048 256 mcast1d 33 16 1 9.24 0.07
DENSE router 32 2048 256 mcast1d 33 32 1 8.86 0.61
DENSE router 32 2048 256 mcast1d 55 1 1 46.04 0.27
DENSE router 32 2048 256 mcast1d 55 2 1 26.17 0.04
DENSE router 32 2048 256 mcast1d 55 4 1 16.14 0.07
DENSE router 32 2048 256 mcast1d 55 8 1 11.35 0.12
DENSE router 32 2048 256 mcast1d 55 16 1 9.21 0.12
DENSE router 32 2048 256 mcast1d 55 32 1 9.02 0.42
DENSE router 32 2048 256 mcast1d 66 1 1 46.00 0.23
DENSE router 32 2048 256 mcast1d 66 2 1 26.13 0.07
DENSE router 32 2048 256 mcast1d 66 4 1 16.16 0.10
DENSE router 32 2048 256 mcast1d 66 8 1 11.35 0.15
DENSE router 32 2048 256 mcast1d 66 16 1 9.27 0.13
DENSE router 32 2048 256 mcast1d 66 32 1 9.02 0.37
DENSE router 32 2048 256 mcast1d 88 1 1 46.12 0.10
DENSE router 32 2048 256 mcast1d 88 2 1 26.27 0.11
DENSE router 32 2048 256 mcast1d 88 4 1 16.27 0.08
DENSE router 32 2048 256 mcast1d 88 8 1 11.29 0.27
DENSE router 32 2048 256 mcast1d 88 16 1 10.40 0.17
DENSE router 32 2048 256 mcast1d 88 32 1 10.26 0.33
DENSE router 32 2048 256 mcast1d 110 1 1 46.09 0.19
DENSE router 32 2048 256 mcast1d 110 2 1 26.21 0.07
DENSE router 32 2048 256 mcast1d 110 4 1 16.20 0.13
DENSE router 32 2048 256 mcast1d 110 8 1 11.29 0.13
DENSE router 32 2048 256 mcast1d 110 16 1 10.34 0.38
DENSE router 32 2048 256 mcast1d 110 32 1 10.38 0.35
# --- expert_select M=32 K=256 N=64 weight=bfloat16 fidelity=HiFi4 single_chip=None
DENSE expert_select 32 256 64 default - - - 10.12 1.17
DENSE expert_select 32 256 64 mcast1d 4 1 1 10.36 0.82
DENSE expert_select 32 256 64 mcast1d 4 2 1 10.17 1.41
DENSE expert_select 32 256 64 mcast1d 4 4 1 8.44 0.66
DENSE expert_select 32 256 64 mcast1d 4 8 1 8.61 0.45
DENSE expert_select 32 256 64 mcast1d 4 8 1 8.43 0.41
DENSE expert_select 32 256 64 mcast1d 4 8 1 8.37 0.31
DENSE expert_select 32 256 64 mcast1d 8 1 1 8.69 0.67
DENSE expert_select 32 256 64 mcast1d 8 2 1 8.52 0.37
DENSE expert_select 32 256 64 mcast1d 8 4 1 8.42 0.27
DENSE expert_select 32 256 64 mcast1d 8 8 1 8.46 0.42
DENSE expert_select 32 256 64 mcast1d 8 8 1 8.44 0.21
DENSE expert_select 32 256 64 mcast1d 8 8 1 8.37 0.27
DENSE expert_select 32 256 64 mcast1d 22 1 1 8.70 0.42
DENSE expert_select 32 256 64 mcast1d 22 2 1 8.69 0.32
DENSE expert_select 32 256 64 mcast1d 22 4 1 8.49 0.23
DENSE expert_select 32 256 64 mcast1d 22 8 1 8.52 0.08
DENSE expert_select 32 256 64 mcast1d 22 8 1 8.52 0.30
DENSE expert_select 32 256 64 mcast1d 22 8 1 8.49 0.14
DENSE expert_select 32 256 64 mcast1d 33 1 1 8.68 0.67
DENSE expert_select 32 256 64 mcast1d 33 2 1 8.82 0.04
DENSE expert_select 32 256 64 mcast1d 33 4 1 8.63 0.21
DENSE expert_select 32 256 64 mcast1d 33 8 1 8.43 0.56
DENSE expert_select 32 256 64 mcast1d 33 8 1 8.49 0.19
DENSE expert_select 32 256 64 mcast1d 33 8 1 8.50 0.10
DENSE expert_select 32 256 64 mcast1d 33 1 1 8.81 0.13
DENSE expert_select 32 256 64 mcast1d 33 2 1 8.49 0.24
DENSE expert_select 32 256 64 mcast1d 33 4 1 8.50 0.31
DENSE expert_select 32 256 64 mcast1d 33 8 1 8.50 0.13
DENSE expert_select 32 256 64 mcast1d 33 8 1 8.51 0.19
DENSE expert_select 32 256 64 mcast1d 33 8 1 8.49 0.29
DENSE expert_select 32 256 64 mcast1d 55 1 1 8.61 0.46
DENSE expert_select 32 256 64 mcast1d 55 2 1 8.61 0.63
DENSE expert_select 32 256 64 mcast1d 55 4 1 8.58 0.23
DENSE expert_select 32 256 64 mcast1d 55 8 1 8.40 0.38
DENSE expert_select 32 256 64 mcast1d 55 8 1 8.36 0.66
DENSE expert_select 32 256 64 mcast1d 55 8 1 8.42 0.17
DENSE expert_select 32 256 64 mcast1d 66 1 1 8.67 0.49
DENSE expert_select 32 256 64 mcast1d 66 2 1 8.57 0.77
DENSE expert_select 32 256 64 mcast1d 66 4 1 8.75 0.26
DENSE expert_select 32 256 64 mcast1d 66 8 1 8.48 0.13
DENSE expert_select 32 256 64 mcast1d 66 8 1 8.39 0.79
DENSE expert_select 32 256 64 mcast1d 66 8 1 8.50 0.17
DENSE expert_select 32 256 64 mcast1d 88 1 1 8.63 0.26
DENSE expert_select 32 256 64 mcast1d 88 2 1 8.58 0.70
DENSE expert_select 32 256 64 mcast1d 88 4 1 8.68 0.20
DENSE expert_select 32 256 64 mcast1d 88 8 1 8.50 0.33
DENSE expert_select 32 256 64 mcast1d 88 8 1 8.39 0.64
DENSE expert_select 32 256 64 mcast1d 88 8 1 8.49 0.18
DENSE expert_select 32 256 64 mcast1d 110 1 1 8.57 0.36
DENSE expert_select 32 256 64 mcast1d 110 2 1 8.61 0.61
DENSE expert_select 32 256 64 mcast1d 110 4 1 8.61 0.21
DENSE expert_select 32 256 64 mcast1d 110 8 1 8.42 0.31
DENSE expert_select 32 256 64 mcast1d 110 8 1 8.46 0.48
DENSE expert_select 32 256 64 mcast1d 110 8 1 8.40 0.29
